hour,Global_active_power
01/03/2009 16,4.3942
01/03/2009 17,1.354033333333334
01/03/2009 18,1.6993666666666662
01/03/2009 19,1.794833333333333
01/03/2009 20,3.3943000000000003
01/03/2009 21,2.4389
01/03/2009 22,0.5611333333333335
01/03/2009 23,0.3787666666666666
01/03/2010 00,0.3574333333333334
01/03/2010 01,1.0627333333333333
01/03/2010 02,0.5331666666666667
01/03/2010 03,0.2927666666666667
01/03/2010 04,0.3368666666666666
01/03/2010 05,0.3665333333333333
01/03/2010 06,0.3259666666666665
01/03/2010 07,0.2896666666666666
01/03/2010 08,0.4162666666666666
01/03/2010 09,0.3872
01/03/2010 10,0.3992666666666666
01/03/2010 11,2.396633333333334
01/03/2010 12,2.1227666666666667
01/03/2010 13,1.4875666666666665
01/03/2010 14,1.4439666666666675
01/03/2010 15,1.0298333333333334
01/03/2010 16,0.9595000000000002
01/03/2010 17,0.9247666666666666
01/03/2010 18,0.8759666666666669
01/03/2010 19,0.8483333333333332
01/03/2010 20,1.5795000000000003
01/03/2010 21,0.9711666666666666
01/03/2010 22,1.2349666666666674
01/03/2010 23,1.0026333333333333
01/04/2007 00,2.3244999999999982
01/04/2007 01,1.9731
01/04/2007 02,1.7731333333333332
01/04/2007 03,1.159433333333333
01/04/2007 04,0.2930000000000001
01/04/2007 05,0.3034999999999999
01/04/2007 06,0.3228666666666666
01/04/2007 07,0.9195666666666664
01/04/2007 08,2.379066666666667
01/04/2007 09,1.6500333333333332
01/04/2007 10,1.8921000000000003
01/04/2007 11,1.8220333333333336
01/04/2007 12,1.5665333333333331
01/04/2007 13,1.3920000000000003
01/04/2007 14,1.4557999999999998
01/04/2007 15,1.4655666666666662
01/04/2007 16,0.3497666666666666
01/04/2007 17,3.860100000000001
01/04/2007 18,3.5975999999999995
01/04/2007 19,3.312933333333334
01/04/2007 20,2.209833333333333
01/04/2007 21,3.9473666666666665
01/04/2007 22,4.241033333333333
01/04/2007 23,2.2216666666666667
01/04/2008 00,1.3960999999999997
01/04/2008 01,0.7798000000000002
01/04/2008 02,0.3384333333333333
01/04/2008 03,0.3445666666666665
01/04/2008 04,0.2928666666666666
01/04/2008 05,0.2742666666666667
01/04/2008 06,0.3262666666666668
01/04/2008 07,1.3081999999999998
01/04/2008 08,1.4893666666666665
01/04/2008 09,1.4997666666666665
01/04/2008 10,1.5608666666666666
01/04/2008 11,1.539166666666666
01/04/2008 12,2.3434000000000004
01/04/2008 13,3.345733333333333
01/04/2008 14,3.893766666666666
01/04/2008 15,3.693466666666666
01/04/2008 16,2.1566333333333327
01/04/2008 17,0.996
01/04/2008 18,0.3550333333333332
01/04/2008 19,0.6222666666666666
01/04/2008 20,2.265233333333333
01/04/2008 21,2.490899999999999
01/04/2008 22,1.8678
01/04/2008 23,0.3042999999999999
01/04/2009 00,0.9850333333333332
01/04/2009 01,0.743
01/04/2009 02,0.7337333333333335
01/04/2009 03,0.7024666666666666
01/04/2009 04,1.3834000000000002
01/04/2009 05,0.6956666666666667
01/04/2009 06,0.9617
01/04/2009 07,2.3700666666666663
01/04/2009 08,2.9340666666666677
01/04/2009 09,1.3754666666666666
01/04/2009 10,1.4277999999999995
01/04/2009 11,1.4537333333333329
01/04/2009 12,0.3291
01/04/2009 13,0.9340666666666668
01/04/2009 14,0.5282999999999998
01/04/2009 15,0.3406333333333333
01/04/2009 16,0.3680666666666666
01/04/2009 17,0.3947333333333332
01/04/2009 18,0.3784999999999999
01/04/2009 19,2.426766666666667
01/04/2009 20,2.1504666666666674
01/04/2009 21,2.2806000000000006
01/04/2009 22,1.1021666666666663
01/04/2009 23,0.3527999999999999
01/04/2010 00,0.368
01/04/2010 01,0.3743666666666665
01/04/2010 02,0.3086666666666667
01/04/2010 03,0.3153
01/04/2010 04,0.4120666666666667
01/04/2010 05,0.9560000000000006
01/04/2010 06,0.7114999999999997
01/04/2010 07,1.897633333333334
01/04/2010 08,1.7394333333333332
01/04/2010 09,1.410666666666667
01/04/2010 10,1.427833333333333
01/04/2010 11,1.3922333333333334
01/04/2010 12,1.4118000000000002
01/04/2010 13,1.3622333333333332
01/04/2010 14,1.1203
01/04/2010 15,0.3688
01/04/2010 16,0.4373333333333333
01/04/2010 17,0.3408333333333333
01/04/2010 18,0.6946999999999998
01/04/2010 19,1.9912
01/04/2010 20,2.8487333333333327
01/04/2010 21,2.4881666666666677
01/04/2010 22,2.3312666666666675
01/04/2010 23,1.4149333333333332
01/05/2007 00,0.3038
01/05/2007 01,0.2566333333333332
01/05/2007 02,0.1987
01/05/2007 03,0.2567666666666666
01/05/2007 04,0.1894333333333334
01/05/2007 05,0.3350333333333333
01/05/2007 06,0.6980333333333333
01/05/2007 07,0.6532333333333331
01/05/2007 08,0.5747
01/05/2007 09,1.3873666666666673
01/05/2007 10,1.5777
01/05/2007 11,2.227733333333333
01/05/2007 12,1.1542666666666663
01/05/2007 13,1.8507333333333336
01/05/2007 14,0.9196000000000004
01/05/2007 15,1.5754333333333337
01/05/2007 16,0.3167333333333333
01/05/2007 17,0.2846333333333333
01/05/2007 18,1.855133333333334
01/05/2007 19,1.995800000000001
01/05/2007 20,2.467266666666667
01/05/2007 21,3.4521666666666677
01/05/2007 22,2.1648666666666667
01/05/2007 23,1.0352
01/05/2008 00,0.3198333333333333
01/05/2008 01,0.3418333333333334
01/05/2008 02,0.3397666666666668
01/05/2008 03,0.3142666666666667
01/05/2008 04,1.0265666666666666
01/05/2008 05,0.3698333333333332
01/05/2008 06,0.3199666666666667
01/05/2008 07,0.3146999999999998
01/05/2008 08,0.3374666666666665
01/05/2008 09,0.3550999999999999
01/05/2008 10,0.3207333333333332
01/05/2008 11,0.3028333333333333
01/05/2008 12,0.3682000000000002
01/05/2008 13,0.3301999999999999
01/05/2008 14,1.0833333333333337
01/05/2008 15,0.4279333333333335
01/05/2008 16,0.3611333333333333
01/05/2008 17,0.318
01/05/2008 18,0.3570333333333333
01/05/2008 19,0.3611333333333334
01/05/2008 20,0.3214
01/05/2008 21,0.3155333333333334
01/05/2008 22,0.3289333333333332
01/05/2008 23,0.3645000000000001
01/05/2009 00,1.4047333333333338
01/05/2009 01,1.4003999999999996
01/05/2009 02,1.464966666666666
01/05/2009 03,1.3539999999999996
01/05/2009 04,0.3312333333333332
01/05/2009 05,1.5524
01/05/2009 06,1.1707333333333332
01/05/2009 07,0.7577666666666668
01/05/2009 08,0.859
01/05/2009 09,1.4891333333333336
01/05/2009 10,0.8887666666666667
01/05/2009 11,0.6318666666666668
01/05/2009 12,1.1035
01/05/2009 13,0.6839999999999999
01/05/2009 14,0.4791
01/05/2009 15,1.0329666666666666
01/05/2009 16,1.8699000000000003
01/05/2009 17,1.1232000000000002
01/05/2009 18,0.7175333333333336
01/05/2009 19,0.5022666666666668
01/05/2009 20,1.1478666666666668
01/05/2009 21,1.9122666666666668
01/05/2009 22,1.0233
01/05/2009 23,0.3124666666666668
01/05/2010 00,0.3495999999999999
01/05/2010 01,0.4737999999999998
01/05/2010 02,0.7753
01/05/2010 03,0.3889333333333331
01/05/2010 04,0.3508333333333333
01/05/2010 05,0.3362999999999998
01/05/2010 06,0.3731666666666667
01/05/2010 07,0.415733333333333
01/05/2010 08,0.3113333333333333
01/05/2010 09,0.3416999999999998
01/05/2010 10,1.2088
01/05/2010 11,2.6106
01/05/2010 12,1.5781333333333327
01/05/2010 13,0.5086
01/05/2010 14,2.5501
01/05/2010 15,1.1692333333333331
01/05/2010 16,0.5044333333333335
01/05/2010 17,0.4151000000000001
01/05/2010 18,0.3370999999999999
01/05/2010 19,0.5240333333333334
01/05/2010 20,0.8862333333333332
01/05/2010 21,1.5693666666666664
01/05/2010 22,2.5912333333333324
01/05/2010 23,1.4329666666666676
01/06/2007 00,0.3391000000000001
01/06/2007 01,0.3252333333333332
01/06/2007 02,0.2930666666666666
01/06/2007 03,0.3269666666666666
01/06/2007 04,0.2692333333333332
01/06/2007 05,0.3203333333333332
01/06/2007 06,1.5048999999999997
01/06/2007 07,1.752533333333333
01/06/2007 08,1.3319666666666672
01/06/2007 09,1.2846333333333335
01/06/2007 10,1.3280333333333334
01/06/2007 11,1.2770666666666668
01/06/2007 12,1.1880333333333326
01/06/2007 13,0.2989333333333333
01/06/2007 14,0.3138666666666665
01/06/2007 15,0.2840999999999999
01/06/2007 16,0.3199333333333334
01/06/2007 17,0.3236333333333333
01/06/2007 18,0.3444666666666666
01/06/2007 19,0.5568000000000002
01/06/2007 20,1.3569999999999998
01/06/2007 21,0.9878
01/06/2007 22,0.7767666666666668
01/06/2007 23,0.3184333333333333
01/06/2008 00,1.3317
01/06/2008 01,1.6204999999999994
01/06/2008 02,0.9016999999999996
01/06/2008 03,0.3465999999999999
01/06/2008 04,0.2191333333333333
01/06/2008 05,0.2697333333333333
01/06/2008 06,0.2926333333333333
01/06/2008 07,0.2280666666666668
01/06/2008 08,1.017
01/06/2008 09,1.0634666666666668
01/06/2008 10,1.388633333333334
01/06/2008 11,1.4247333333333334
01/06/2008 12,1.5000333333333336
01/06/2008 13,0.8670666666666668
01/06/2008 14,0.870533333333333
01/06/2008 15,1.8942333333333332
01/06/2008 16,0.8718333333333332
01/06/2008 17,1.3262333333333338
01/06/2008 18,1.4358
01/06/2008 19,2.932266666666666
01/06/2008 20,2.1817333333333337
01/06/2008 21,2.901033333333335
01/06/2008 22,2.718366666666667
01/06/2008 23,1.211566666666667
01/06/2009 00,0.3271
01/06/2009 01,0.2043333333333331
01/06/2009 02,0.3052999999999999
01/06/2009 03,0.2740333333333333
01/06/2009 04,0.2224666666666667
01/06/2009 05,0.2816666666666668
01/06/2009 06,0.2324666666666667
01/06/2009 07,0.2737333333333335
01/06/2009 08,0.8657333333333331
01/06/2009 09,0.8830333333333338
01/06/2009 10,1.0641666666666665
01/06/2009 11,2.2494
01/06/2009 12,2.5116333333333336
01/06/2009 13,1.8273
01/06/2009 14,1.743866666666667
01/06/2009 15,1.9236999999999995
01/06/2009 16,1.5166000000000006
01/06/2009 17,0.4731
01/06/2009 18,0.4734333333333333
01/06/2009 19,0.8380333333333332
01/06/2009 20,1.8863
01/06/2009 21,2.1395666666666666
01/06/2009 22,1.197966666666667
01/06/2009 23,0.3394000000000001
01/06/2010 00,0.3003333333333334
01/06/2010 01,0.3133666666666667
01/06/2010 02,0.2521666666666668
01/06/2010 03,0.3104666666666667
01/06/2010 04,0.2316000000000002
01/06/2010 05,0.3000333333333333
01/06/2010 06,0.6143666666666668
01/06/2010 07,1.605033333333333
01/06/2010 08,1.933066666666668
01/06/2010 09,1.9972666666666663
01/06/2010 10,1.3527333333333331
01/06/2010 11,1.3441666666666665
01/06/2010 12,1.6768666666666665
01/06/2010 13,1.6020666666666663
01/06/2010 14,1.445366666666666
01/06/2010 15,1.4784666666666666
01/06/2010 16,0.9093333333333332
01/06/2010 17,0.3415999999999998
01/06/2010 18,0.3523333333333333
01/06/2010 19,0.3854999999999998
01/06/2010 20,0.5895000000000004
01/06/2010 21,0.5218333333333334
01/06/2010 22,0.6502999999999999
01/06/2010 23,0.6416333333333336
01/07/2007 00,2.4937333333333327
01/07/2007 01,0.9908999999999996
01/07/2007 02,0.7899
01/07/2007 03,0.2874666666666666
01/07/2007 04,0.5155333333333333
01/07/2007 05,0.4917333333333333
01/07/2007 06,0.4356666666666665
01/07/2007 07,0.4426
01/07/2007 08,0.5233000000000001
01/07/2007 09,0.9098666666666666
01/07/2007 10,1.3105666666666664
01/07/2007 11,1.2981999999999998
01/07/2007 12,0.5107333333333333
01/07/2007 13,0.2432333333333333
01/07/2007 14,0.3590666666666665
01/07/2007 15,0.3640666666666665
01/07/2007 16,0.3132000000000001
01/07/2007 17,0.2738666666666667
01/07/2007 18,0.9509333333333332
01/07/2007 19,0.6199333333333334
01/07/2007 20,0.6071000000000001
01/07/2007 21,0.9037
01/07/2007 22,1.0532333333333332
01/07/2007 23,0.4225333333333335
01/07/2008 00,0.3567333333333333
01/07/2008 01,0.2887666666666666
01/07/2008 02,0.2283666666666666
01/07/2008 03,0.2903666666666668
01/07/2008 04,0.2867333333333334
01/07/2008 05,0.2834333333333333
01/07/2008 06,0.2352333333333333
01/07/2008 07,0.2627666666666665
01/07/2008 08,0.3092666666666667
01/07/2008 09,0.2546
01/07/2008 10,0.4664666666666666
01/07/2008 11,1.1037666666666666
01/07/2008 12,0.4935999999999999
01/07/2008 13,0.4940999999999999
01/07/2008 14,0.7173999999999999
01/07/2008 15,0.4852333333333333
01/07/2008 16,0.7902666666666668
01/07/2008 17,0.9899333333333334
01/07/2008 18,0.6396333333333334
01/07/2008 19,2.9667
01/07/2008 20,2.540033333333334
01/07/2008 21,1.781066666666667
01/07/2008 22,2.2779999999999987
01/07/2008 23,1.7115333333333338
01/07/2009 00,0.3747999999999999
01/07/2009 01,0.4019000000000001
01/07/2009 02,0.3491333333333334
01/07/2009 03,0.3987
01/07/2009 04,0.3596
01/07/2009 05,0.8734333333333333
01/07/2009 06,1.1159
01/07/2009 07,1.827466666666667
01/07/2009 08,1.6091333333333335
01/07/2009 09,1.3553999999999993
01/07/2009 10,0.3872666666666666
01/07/2009 11,0.5745333333333332
01/07/2009 12,0.4858666666666668
01/07/2009 13,1.0118
01/07/2009 14,0.9326333333333334
01/07/2009 15,0.3920666666666667
01/07/2009 16,1.4519666666666666
01/07/2009 17,1.6626333333333327
01/07/2009 18,1.005833333333333
01/07/2009 19,0.9051
01/07/2009 20,0.6473333333333338
01/07/2009 21,0.6779333333333332
01/07/2009 22,1.0746000000000002
01/07/2009 23,0.4306666666666668
01/07/2010 00,3.329033333333334
01/07/2010 01,0.8669999999999999
01/07/2010 02,0.3796
01/07/2010 03,0.3791333333333331
01/07/2010 04,0.4200666666666669
01/07/2010 05,0.4192000000000001
01/07/2010 06,0.4114666666666666
01/07/2010 07,0.3750666666666666
01/07/2010 08,0.4297333333333332
01/07/2010 09,0.4747333333333332
01/07/2010 10,1.4757333333333342
01/07/2010 11,1.500333333333333
01/07/2010 12,1.5219333333333334
01/07/2010 13,1.1034999999999997
01/07/2010 14,1.0868666666666664
01/07/2010 15,1.1505666666666663
01/07/2010 16,1.2556
01/07/2010 17,0.9757666666666672
01/07/2010 18,1.3625666666666665
01/07/2010 19,0.4723
01/07/2010 20,0.4823666666666666
01/07/2010 21,0.7201333333333332
01/07/2010 22,1.0432666666666668
01/07/2010 23,0.8473999999999998
01/08/2007 00,0.1648999999999999
01/08/2007 01,0.1759
01/08/2007 02,0.2272666666666666
01/08/2007 03,0.1756
01/08/2007 04,1.2182666666666662
01/08/2007 05,0.8023333333333333
01/08/2007 06,0.4949999999999998
01/08/2007 07,0.1623333333333333
01/08/2007 08,1.0886833333333334
01/08/2007 09,2.148066666666666
01/08/2007 10,1.478166666666666
01/08/2007 11,1.4462666666666666
01/08/2007 12,1.2482333333333329
01/08/2007 13,1.175333333333333
01/08/2007 14,1.7353999999999998
01/08/2007 15,1.2739333333333327
01/08/2007 16,1.6293333333333322
01/08/2007 17,0.3405666666666669
01/08/2007 18,0.1853666666666667
01/08/2007 19,0.1981666666666667
01/08/2007 20,0.1651333333333332
01/08/2007 21,0.1903000000000001
01/08/2007 22,0.1773333333333333
01/08/2007 23,0.1676666666666666
01/08/2008 00,0.4603333333333331
01/08/2008 01,0.4059666666666667
01/08/2008 02,0.3907333333333333
01/08/2008 03,0.3614333333333332
01/08/2008 04,0.4012000000000003
01/08/2008 05,0.3361333333333333
01/08/2008 06,0.6567666666666665
01/08/2008 07,1.6941999999999997
01/08/2008 08,0.8611666666666664
01/08/2008 09,1.1580666666666672
01/08/2008 10,1.1604666666666668
01/08/2008 11,0.3221666666666667
01/08/2008 12,0.3068999999999999
01/08/2008 13,0.3369
01/08/2008 14,0.1970333333333332
01/08/2008 15,0.3383000000000001
01/08/2008 16,0.3003000000000001
01/08/2008 17,0.3090666666666665
01/08/2008 18,0.2969000000000001
01/08/2008 19,0.3059666666666668
01/08/2008 20,0.4900000000000001
01/08/2008 21,0.6163333333333333
01/08/2008 22,0.3038333333333332
01/08/2008 23,0.3161000000000001
01/08/2009 00,0.3020666666666666
01/08/2009 01,0.3163333333333333
01/08/2009 02,0.2851000000000002
01/08/2009 03,0.2651000000000002
01/08/2009 04,0.3236666666666666
01/08/2009 05,1.0245666666666673
01/08/2009 06,0.2564333333333334
01/08/2009 07,0.3217999999999998
01/08/2009 08,0.2846666666666666
01/08/2009 09,0.2777999999999999
01/08/2009 10,0.2564
01/08/2009 11,1.034166666666667
01/08/2009 12,0.6047
01/08/2009 13,0.3363999999999999
01/08/2009 14,0.3450333333333334
01/08/2009 15,0.3100333333333332
01/08/2009 16,0.7275666666666667
01/08/2009 17,0.6299333333333331
01/08/2009 18,0.3752666666666666
01/08/2009 19,1.4530666666666672
01/08/2009 20,1.1012666666666666
01/08/2009 21,0.3004666666666666
01/08/2009 22,0.2996
01/08/2009 23,0.3513333333333334
01/08/2010 00,0.3170666666666666
01/08/2010 01,0.2928333333333334
01/08/2010 02,0.3350666666666665
01/08/2010 03,0.2641666666666668
01/08/2010 04,0.6427333333333334
01/08/2010 05,0.9396000000000002
01/08/2010 06,0.3158333333333334
01/08/2010 07,0.2658
01/08/2010 08,0.3033
01/08/2010 09,0.3096333333333333
01/08/2010 10,0.2906666666666668
01/08/2010 11,0.3392666666666666
01/08/2010 12,0.2644000000000001
01/08/2010 13,0.3310333333333332
01/08/2010 14,0.2915000000000001
01/08/2010 15,0.3136666666666666
01/08/2010 16,0.6569
01/08/2010 17,0.9184333333333334
01/08/2010 18,0.3032333333333332
01/08/2010 19,0.3121666666666666
01/08/2010 20,0.3283666666666667
01/08/2010 21,0.3054666666666668
01/08/2010 22,0.3077
01/08/2010 23,0.3122333333333332
01/09/2007 00,0.2733
01/09/2007 01,0.2265333333333333
01/09/2007 02,0.2033000000000001
01/09/2007 03,0.2269
01/09/2007 04,0.1958
01/09/2007 05,0.2185333333333333
01/09/2007 06,0.4420333333333334
01/09/2007 07,0.7444666666666666
01/09/2007 08,0.4580999999999998
01/09/2007 09,1.6304666666666667
01/09/2007 10,1.3175999999999997
01/09/2007 11,0.5453666666666667
01/09/2007 12,0.4203333333333334
01/09/2007 13,1.2691666666666668
01/09/2007 14,1.8585333333333327
01/09/2007 15,2.2353
01/09/2007 16,1.977433333333334
01/09/2007 17,1.5199666666666671
01/09/2007 18,1.814733333333333
01/09/2007 19,1.773
01/09/2007 20,1.5179333333333334
01/09/2007 21,2.4732666666666665
01/09/2007 22,1.8575666666666677
01/09/2007 23,3.1584666666666665
01/09/2008 00,0.8930666666666671
01/09/2008 01,0.3023666666666667
01/09/2008 02,0.3482333333333332
01/09/2008 03,0.3078666666666666
01/09/2008 04,0.2267666666666666
01/09/2008 05,0.2731999999999999
01/09/2008 06,0.2988333333333332
01/09/2008 07,1.850666666666667
01/09/2008 08,1.8690666666666664
01/09/2008 09,1.351
01/09/2008 10,1.978933333333333
01/09/2008 11,1.6985
01/09/2008 12,1.5840333333333336
01/09/2008 13,1.2027999999999996
01/09/2008 14,0.4388666666666669
01/09/2008 15,0.4705000000000002
01/09/2008 16,0.4177
01/09/2008 17,0.4373666666666668
01/09/2008 18,0.2486333333333334
01/09/2008 19,0.2810999999999998
01/09/2008 20,0.2781333333333333
01/09/2008 21,0.9951666666666664
01/09/2008 22,2.0432
01/09/2008 23,0.9958333333333328
01/09/2009 00,0.3907333333333334
01/09/2009 01,0.4071333333333334
01/09/2009 02,0.3302000000000001
01/09/2009 03,0.3944999999999999
01/09/2009 04,0.3789666666666668
01/09/2009 05,0.3436666666666667
01/09/2009 06,0.7050333333333333
01/09/2009 07,1.7084333333333337
01/09/2009 08,1.284266666666667
01/09/2009 09,0.5770333333333332
01/09/2009 10,0.3282333333333333
01/09/2009 11,0.3884333333333334
01/09/2009 12,0.3295666666666667
01/09/2009 13,0.3614333333333334
01/09/2009 14,0.3517666666666667
01/09/2009 15,0.3242
01/09/2009 16,0.4274999999999999
01/09/2009 17,0.6763666666666669
01/09/2009 18,0.9155666666666664
01/09/2009 19,0.7271666666666666
01/09/2009 20,2.187933333333334
01/09/2009 21,1.5540333333333332
01/09/2009 22,0.8606666666666667
01/09/2009 23,0.3894333333333332
01/09/2010 00,0.3771
01/09/2010 01,0.2891333333333333
01/09/2010 02,0.3401666666666664
01/09/2010 03,0.3021333333333335
01/09/2010 04,0.8031666666666669
01/09/2010 05,0.3105333333333332
01/09/2010 06,0.4614000000000001
01/09/2010 07,0.9840333333333334
01/09/2010 08,1.457066666666667
01/09/2010 09,0.8423666666666667
01/09/2010 10,1.9099333333333333
01/09/2010 11,2.117733333333333
01/09/2010 12,1.6747333333333332
01/09/2010 13,1.6332999999999995
01/09/2010 14,1.7136333333333336
01/09/2010 15,1.4292333333333334
01/09/2010 16,1.389166666666667
01/09/2010 17,1.4856333333333331
01/09/2010 18,0.5392333333333332
01/09/2010 19,0.5494333333333336
01/09/2010 20,1.8614333333333333
01/09/2010 21,2.5369
01/09/2010 22,1.1801333333333328
01/09/2010 23,0.3676999999999998
01/10/2007 00,0.4559999999999997
01/10/2007 01,0.2862999999999999
01/10/2007 02,0.3108333333333333
01/10/2007 03,0.2509333333333333
01/10/2007 04,0.2776666666666667
01/10/2007 05,0.3086333333333335
01/10/2007 06,0.6103999999999999
01/10/2007 07,1.5635333333333337
01/10/2007 08,1.4218666666666666
01/10/2007 09,3.324400000000001
01/10/2007 10,3.2075666666666662
01/10/2007 11,1.4254333333333336
01/10/2007 12,0.3384666666666667
01/10/2007 13,0.2853
01/10/2007 14,0.3374333333333335
01/10/2007 15,0.3198666666666666
01/10/2007 16,1.2145666666666668
01/10/2007 17,1.3820333333333328
01/10/2007 18,1.2278666666666669
01/10/2007 19,1.841
01/10/2007 20,1.4026666666666665
01/10/2007 21,1.7908000000000002
01/10/2007 22,2.6975333333333333
01/10/2007 23,2.400933333333334
01/10/2008 00,0.3911333333333334
01/10/2008 01,0.2816333333333333
01/10/2008 02,0.3651333333333332
01/10/2008 03,0.3733333333333332
01/10/2008 04,0.3026666666666667
01/10/2008 05,0.518666666666667
01/10/2008 06,1.5181666666666664
01/10/2008 07,2.711966666666667
01/10/2008 08,1.4089999999999998
01/10/2008 09,1.410033333333334
01/10/2008 10,1.4601000000000004
01/10/2008 11,2.9313333333333342
01/10/2008 12,2.562266666666667
01/10/2008 13,2.230433333333333
01/10/2008 14,1.107166666666667
01/10/2008 15,0.4229999999999999
01/10/2008 16,0.3867333333333332
01/10/2008 17,1.854933333333333
01/10/2008 18,0.7301666666666673
01/10/2008 19,1.3082333333333334
01/10/2008 20,2.4304
01/10/2008 21,2.776966666666668
01/10/2008 22,1.2586333333333335
01/10/2008 23,0.4639666666666668
01/10/2009 00,0.3055333333333332
01/10/2009 01,0.2193
01/10/2009 02,0.2542666666666667
01/10/2009 03,0.2953333333333334
01/10/2009 04,0.2473
01/10/2009 05,0.2877000000000002
01/10/2009 06,0.6407000000000002
01/10/2009 07,2.516033333333332
01/10/2009 08,1.6878666666666666
01/10/2009 09,1.3428333333333338
01/10/2009 10,0.7721999999999998
01/10/2009 11,0.2066999999999999
01/10/2009 12,0.2933
01/10/2009 13,0.2325666666666665
01/10/2009 14,0.265
01/10/2009 15,0.2704
01/10/2009 16,0.2335000000000001
01/10/2009 17,0.2731666666666666
01/10/2009 18,0.4645333333333333
01/10/2009 19,1.2240666666666666
01/10/2009 20,2.495199999999999
01/10/2009 21,3.448800000000001
01/10/2009 22,3.047600000000001
01/10/2009 23,0.4303
01/10/2010 00,0.4665333333333334
01/10/2010 01,0.4644666666666667
01/10/2010 02,0.3935333333333332
01/10/2010 03,1.1539666666666666
01/10/2010 04,0.2984333333333333
01/10/2010 05,0.3476999999999999
01/10/2010 06,0.7348666666666667
01/10/2010 07,2.3709
01/10/2010 08,1.4533999999999996
01/10/2010 09,0.4615999999999999
01/10/2010 10,0.4330666666666667
01/10/2010 11,1.5200666666666662
01/10/2010 12,2.449366666666668
01/10/2010 13,1.7681666666666664
01/10/2010 14,1.4742666666666662
01/10/2010 15,1.0447666666666668
01/10/2010 16,1.711766666666666
01/10/2010 17,0.3544333333333332
01/10/2010 18,0.5629000000000001
01/10/2010 19,1.1308333333333331
01/10/2010 20,0.7974666666666665
01/10/2010 21,2.182833333333334
01/10/2010 22,0.6092
01/10/2010 23,0.8957999999999998
01/11/2007 00,0.2580333333333334
01/11/2007 01,0.2756666666666667
01/11/2007 02,0.2814666666666666
01/11/2007 03,0.2465
01/11/2007 04,0.2694333333333333
01/11/2007 05,0.2742000000000001
01/11/2007 06,0.4835666666666666
01/11/2007 07,1.038966666666667
01/11/2007 08,0.2783999999999998
01/11/2007 09,0.2552333333333332
01/11/2007 10,0.2374666666666666
01/11/2007 11,0.2830333333333333
